year,dirty_energy_consumption,clean_energy_consumption,total_energy_consumption,total_co2_emission
2005,,,0.76,2099877
2006,,,0.775,2315994
2007,,,0.802,2605165
2008,,,0.882,2680287
2009,,,0.987,2954288
2010,,,1.027,3232822
2011,,,1.065,3339151
2012,,,1.26,3354533
2013,,,1.898,3158140
2014,,,2.178,3291584
2015,,,2.136,3705288
2016,,,2.088,3923603
2017,,,2.129,4118425.8
2018,,,2.159,4284374
2019,,,2.175,4353582
1990,,,2.977,4488693
1991,,,4.928,4483702
1992,,,3.658,4441537
1993,,,3.144,4362587
1994,,,3.259,4344118
1995,,,3.576,4411455
1996,,,3.428,4512042
1997,,,3.242,4452130
1998,,,3.554,4426369
1999,,,5.019,4534601
2000,,,4.743,173463870
2001,,,4.088,141915280
2002,,,4.63,131509920
2003,,,5.561,122278580
2004,,,5.555,120542340
2005,,,5.408,125582620
2006,,,4.76,128935576
2007,,,5.721,117962810
2008,,,6.86,104398870
2009,,,12.128,88357130
2010,,,11.555,92668296
2011,,,10.775,98150930
2012,,,9.704,98356840
2013,,,9.484,102844230
2014,,,8.94,102109620
2015,,,6.195,100241790
2016,,,8.987,103180296
2017,,,8.336,107886680
2018,,,9.878,105851800
2019,,,9.742,87002450
1990,,,0.393,84632660
1991,,,0.399,91754480
1992,,,0.379,90239240
1993,,,0.379,78929520
1994,,,0.514,78453480
1995,,,0.465,77996264
1996,,,0.528,77011540
1997,,,0.553,80042936
1998,,,0.562,80516216
1999,,,0.562,77030616
2000,,,0.438,2534865000
2001,,,0.395,2405532000
2002,,,0.428,1965610200
2003,,,0.527,1865939500
2004,,,0.488,1646941800
2005,,,0.52,1618951200
2006,,,0.585,1586172800
2007,,,0.501,1481618800
2008,,,0.541,1464543000
2009,,,0.587,1493155100
2010,,,0.534,1478184700
2011,,,0.506,1514713500
2012,,,0.512,1505520100
2013,,,0.497,1535293000
2014,,,0.538,1541753900
2015,,,0.56,1559082800
2016,,,0.593,1618246100
2017,,,0.704,1618586200
2018,,,0.61,1646969000
2019,,,0.7,1539305700
1990,54875.34,78.134,69.6,1626187500
1991,54307.57,62.532,69.389,1679278500
1992,57059.77,74.497,73.446,1694576400
1993,59759.973,69.075,77.418,1632716400
1994,62963.777,78.493,82.043,1631662200
1995,67949.625,80.548,88.972,1629713200
1996,76704.555,41.317,100.801,1624756400
1997,76406.711,43.59,100.775,1654154100
1998,77298.469,43.445,102.291,1700452900
1999,85626.117,43.298,113.689,1692363400
2000,89153.977,48.205,118.835,523865
2001,95718.883,70.553,128.221,472136
2002,103311.438,63.748,139.14,479487
2003,115214.344,31.502,155.991,482946
2004,125971.289,58.551,171.549,462124
2005,134296.75,56.186,183.94,454761
2006,155961.047,65.825,214.838,464040
2007,159920.344,49.673,221.536,482529
2008,156665.953,52.161,218.278,481523
2009,154438.438,50.323,216.469,502619.97
2010,165822.609,7.879,233.87,515135
2011,161731.734,7.785,229.674,522380
2012,158062.609,7.671,226.1,518872.97
2013,159838.859,7.577,230.296,509103
2014,157927.797,8.387,229.112,515763
2015,152233.969,9.493,222.303,514222.97
2016,134223.562,9.377,197.233,514419.97
2017,141532.391,9.262,209.286,542177
2018,131640.812,8.215,198.093,527816
2019,127015.195,8.096,193.07,558257
1990,,,58.761,573397
1991,,,48.58,647022
1992,,,56.075,718462
1993,,,64.009,782275
1994,,,69.33,827155
1995,,,62.611,970185
1996,,,67.271,1068892
1997,,,78.156,1167707
1998,,,84.014,1281262
1999,,,84.645,1812053
2000,,,89.078,7328
2001,,,98.879,7328
2002,,,97.872,7328
2003,,,96.474,10992
2004,,,98.363,10992
2005,,,106.757,10992
2006,,,100.684,10992
2007,,,89.716,10992
2008,,,103.762,10992
2009,,,86.545,10992
2010,,,88.802,10992
2011,,,84.717,10992
2012,,,93.092,10992
2013,,,98.599,10992
2014,,,108.659,10992
2015,,,112.222,10992
2016,,,112.016,10992
2017,,,118.583,10992
2018,,,121.819,10992
2019,,,122.036,10992
1990,9081.112,1264.161,561.998,10992
1991,9151.886,1218.838,573.721,10992
1992,9313.886,1401.532,603.3,10992
1993,9684.485,1759.157,655.675,10992
1994,9331.438,1557.687,634.948,10992
1995,10193.455,1788.16,710.576,10992
1996,10857.246,1998.251,775.107,14656
1997,11290.858,1940.506,810.784,10992
1998,11335.869,2022.703,831.467,10992
1999,11179.045,1634.165,809.611,14656
2000,12049.379,1437.298,864.679,106256
2001,10973.554,1099.693,785.63,106256
2002,11524.214,1502.766,859.633,109920
2003,12070.943,1542.409,910.289,113584
2004,12411.514,1968.926,974.779,120912
2005,12851.182,1656.581,996.752,128240.01
2006,14064.566,1820.287,1105.833,131904
2007,15199.757,1463.092,1174.356,142896
2008,15162.58,1356.701,1178.344,150224
2009,15058.668,1475.496,1194.268,161216
2010,15097.167,2113.609,1259.821,172208
2011,15981.785,2161.892,1345.969,175872
2012,16599.291,2377.863,1429.392,197856
2013,16008.274,2467.247,1419.132,197856
2014,16869.428,1828.662,1462.148,212512
2015,17288.168,2831.719,1603.659,197856
2016,17792.072,3014.842,1686.937,201520
2017,18890.816,2867.702,1787.401,216176
2018,18156.18,3169.068,1767.596,216176
2019,17721.307,4230.899,1834.348,223504
1990,40825.566,2.382,151.892,219840
1991,40813.918,2.319,155.991,230832
1992,37938.016,3.162,148.971,219840
1993,30329.213,3.665,122.293,223504
1994,31560.721,2.863,130.454,230832
1995,25402.824,2.8,107.38,234496
1996,36361.68,3.436,156.41,238160
1997,,3.387,119.769,241824
1998,,4.005,149.135,245488
1999,,3.283,142.357,252815.98
2000,,2.043,119.82,179536
2001,,2.002,151.237,186864
2002,,1.957,127.565,212512
2003,,1.92,176.119,234496
2004,,1.885,174.407,260144
2005,,1.848,176.601,274800
2006,,1.811,178.463,293120
2007,,1.774,173.172,293120
2008,,1.737,142.056,322432
2009,,1.7,231.601,333424
2010,,1.745,249.566,348080
2011,,1.857,276.998,359072
2012,,2.076,301.966,359072
2013,,2.448,268.245,377392
2014,,3.002,278.038,403040
2015,,3.912,332.823,388384
2016,,4.624,329.542,410368
2017,,4.51,326.103,425024
2018,,4.411,363.039,425024
2019,,4.326,394.785,425024
1990,,,0,487312
1991,,,0,487312
1992,,,0,490976
1993,,,0,487312
1994,,,0,483648
1995,,,0.055,479984
1996,,,0.056,487312
1997,,,0.055,505631.97
1998,,,0.061,509296
1999,,,0.061,516623.97
2000,,,0.289,
2001,,,0.307,
2002,,,0.409,
2003,,,0.42,
2004,,,0.433,
2005,,,0.509,
2006,,,0.586,
2007,,,0.688,
2008,,,0.732,
2009,,,0.739,
2010,,,0.764,
2011,,,0.764,
2012,,,0.764,
2013,,,0.77,
2014,,,0.828,
2015,,,0.853,
2016,,,0.882,
2017,,,0.955,
2018,,,0.955,
2019,,,0.984,
1990,,,0,
1991,,,0,
1992,,,0,
1993,,,0,
1994,,,0,
1995,,,0,
1996,,,0,
1997,,,0,
1998,,,0,
1999,,,0,
2000,,,0,91600
2001,,,0,102592
2002,,,0,95264
2003,,,0,73280
2004,,,0,69616
2005,,,0,69616
2006,,,0,69616
2007,,,0,47632
2008,,,0,54960
2009,,,0,54960
2010,,,0,54960
2011,,,0,54960
2012,,,0,58624
2013,,,0,62288
2014,,,0,58624
2015,,,0,62288
2016,,,0,65952
2017,,,0,65952
2018,,,0,65952
2019,,,0,65952
1990,,,5.71,65952
1991,,,6.041,65952
1992,,,6.836,65952
1993,,,6.892,65952
1994,,,7.129,65952
1995,,,7.186,65952
1996,,,7.487,65952
1997,,,7.955,65952
1998,,,8.513,58624
1999,,,8.533,65952
2000,,,10.352,80608
2001,,,10.553,84272
2002,,,10.815,84272
2003,,,11.405,102592
2004,,,12.15,120912
2005,,,13.812,128240.01
2006,,,13.398,131904
2007,,,16.164,131904
2008,,,17.001,161216
2009,,,17.364,164880
2010,,,19.995,146560
2011,,,20.808,179536
2012,,,20.246,186864
2013,,,23.515,197856
2014,,,26.828,219840
2015,,,26.908,219840
2016,,,29.949,216176
2017,,,32.621,234496
2018,,,35.101,219840
2019,,,38.178,278464
1990,57132.367,4792.59,3194.697,219840
1991,53156.699,4795.784,2994.568,216176
1992,44375.195,4491.185,2530.553,230832
1993,38087.934,4753.821,2218.278,219840
1994,32331.451,4490.227,1895.852,252815.98
1995,31730.785,4495.403,1849.755,234496
1996,29096.404,4965.33,1724.072,241824
1997,28071.971,5073.544,1662.889,216176
1998,27029.648,5227.382,1604.654,241824
1999,27042.381,5005.063,1580.584,227168
2000,27263.754,5172.103,1585.457,87936
2001,27115.381,5166.251,1562.9,95264
2002,27234.803,5140.141,1553.238,98928
2003,28116.367,5323.525,1591.928,102592
2004,27744.799,5810.133,1585.872,95264
2005,28267.592,5955.452,1605.493,113584
2006,28788.115,6076.493,1624.431,124576
2007,28870.381,6063.209,1617.882,124576
2008,27928.658,5982.612,1562.053,142896
2009,23426.582,5584.428,1330.558,135568
2010,25222.082,6013.039,1426.915,142896
2011,26471.783,5928.69,1474.744,153888
2012,25876.643,5902.904,1442.989,161216
2013,24504.332,5713.38,1369.568,157552
2014,21053.104,5700.958,1208.371,164880
2015,16836.994,5460.83,1003.408,168544
2016,18217.676,5192.542,1049.995,172208
2017,16285.107,5543.586,975.331,179536
2018,17159.262,5599.817,1011.989,161216
2019,16177.152,5461.598,957.663,168544
1990,181538.766,0,344.953,183200
1991,209539.719,0,420.837,190528
1992,192178.875,0,406.696,186864
1993,190470.219,0,423.47,194192
1994,199513.672,0,464.674,201520
1995,199207.391,0,484.871,227168
1996,194224.109,0,499.688,238160
1997,189887.953,0,521.456,245488
1998,182844.297,0,534.113,238160
1999,173803.531,0,538.369,271136
2000,163580.656,0,535.782,47632
2001,156784.609,0,541.566,47632
2002,162836.453,0,591.693,47632
2003,165507.594,0,631.155,47632
2004,169047.547,0,675.065,47632
2005,164587.438,0,704.598,47632
2006,151316.516,0,741.293,47632
2007,139351.469,0,818.361,47632
2008,134274.219,0,938.401,47632
2009,115800.961,2.221,925.575,47632
2010,114650.594,6.029,972.492,47632
2011,119049.469,6.658,1020.931,51296
2012,123951.102,7.671,1074.1,58624
2013,129459.18,27.101,1133.245,65952
2014,126851.539,97.646,1121.718,73280
2015,137952.203,95.983,1230.963,76944
2016,142695.375,95.702,1284.301,84272
2017,141900.203,219.045,1288.78,84272
2018,138755.109,380.909,1271.727,84272
2019,136057.875,1085.939,1263.322,91600
1990,40285.816,3559.206,2508.394,98928
1991,40889.773,3762.263,2561.217,98928
1992,40141.156,4118.295,2545.327,117248
1993,39966.969,4696.314,2574.725,120912
1994,39323.18,4698.336,2543.823,117248
1995,39356.789,4705.512,2552.545,120912
1996,41158.355,4922.225,2676.295,124576
1997,39996.461,5153.584,2629.999,128240.01
1998,40207.676,5278.927,2658.161,131904
1999,40004.332,5102.416,2644.843,131904
2000,40660.961,4615.071,2664.497,208497000
2001,40723.527,4792.184,2689.615,288545500
2002,39629.156,4716.43,2632.163,316174700
2003,40136.074,4690.906,2673.92,340642430
2004,40399.758,4407.859,2688.271,328139000
2005,40440.945,4580.5,2718.563,262421120
2006,39842.336,4322.844,2685.406,258274780
2007,38704.41,3821.697,2605.178,215807490
2008,37926.66,3498.579,2557.684,207240050
2009,34715.645,4360.39,2432.225,225985540
2010,35576.879,4088.514,2489.402,296363780
2011,32522.27,4706.266,2356.059,296588030
2012,32443.064,4942.062,2385.497,325697920
2013,31526.52,5442.836,2377.215,326517120
2014,29018.971,5634.756,2244.643,394584900
2015,28289.328,6618.769,2276.859,395854750
2016,27718.771,6593.691,2252.792,431291970
2017,26890.016,7122.969,2247.062,386507140
2018,26303.105,7379.38,2237.628,432336400
2019,25282.131,7443.266,2185.358,465844300
1990,79874.32,11250.609,22606.613,517715940
1991,78232.148,11513.007,22576.311,497659000
1992,78710.305,11068.533,22909.344,566825500
1993,79209.891,11175.939,23390.023,544563500
1994,79664.789,11157.877,23820.389,612841900
1995,79689.703,11934.422,24340.916,678849300
1996,81355.43,12186.81,25161.398,642859800
1997,81410.555,11653.618,25350.254,643638500
1998,80853.555,11638.324,25512.498,626191170
1999,80950.242,12054.124,25965.105,656481500
2000,82240.422,11759.444,26545.426,3138804
2001,79674.586,11097.594,25912.781,3379206
2002,79562.891,11638.168,26297.848,3422666
2003,79145.797,11473.304,26380.111,3538709
2004,79943.172,11561.311,26897.549,3836950
2005,79210.195,11444.342,26910.133,3430121
2006,77351.562,11715.474,26698.119,3664147
2007,77877.797,11517.339,27063.787,3182368
2008,74569.977,11808.681,26405.516,3333565
2009,69351.922,12024.258,25105.531,3603593
2010,71256.188,12141.29,25951.865,3902052
2011,69293.906,12668.446,25726.064,4258100
2012,66926.039,12176.307,25047.865,4436925
2013,68007.961,12548.556,25727.75,4927512
2014,68088.242,12636.841,25996.219,5238223
2015,66713.094,12604.265,25747.033,5538919
2016,65442.051,13171.486,25723.152,4422390
2017,64617.52,13671.498,25819.031,4862531
2018,66858.367,13717.509,26762.473,4740295
2019,65629.727,13850.071,26571.66,5257668
1990,,,12.176,6862391
1991,,,12.239,7818837
1992,,,12.412,7362129
1993,,,12.603,7852669
1994,,,12.259,8724360
1995,,,12.092,9845416
1996,,,11.952,10015698
1997,,,11.927,10760132
1998,,,11.96,11330392
1999,,,12.303,12761457
2000,,,38.923,56448230
2001,,,56.341,39984650
2002,,,55.748,43684256
2003,,,65.644,38095730
2004,,,67.301,37040110
2005,,,65.833,39140836
2006,,,70.048,45824660
2007,,,65.392,49264636
2008,,,37.898,51882060
2009,,,33.08,35790748
2010,,,29.931,44950190
2011,,,19.817,49307930
2012,,,11.355,52229868
2013,,,5.951,55823540
2014,,,12.162,60166740
2015,,,12.055,51634110
2016,,,9.98,60838316
2017,,,9.937,59554388
2018,,,9.936,51778176
2019,,,9.936,45895096
1990,,,39.431,45696428
1991,,,34.996,48957080
1992,,,40.391,43744160
1993,,,41.305,44569124
1994,,,40.811,37207976
1995,,,36.205,43777416
1996,,,37.85,45039816
1997,,,41.39,45529550
1998,,,51.816,44320356
1999,,,46.471,44344496
2000,,,48.071,150224
2001,,,52.639,172208
2002,,,46.746,172208
2003,,,46.942,183200
2004,,,45.159,201520
2005,,,48.758,197856
2006,,,44.443,234496
2007,,,52.604,274800
2008,,,55.88,289456
2009,,,58.624,304112
2010,,,61.303,315104
2011,,,60.043,344416
2012,,,60.132,348080
2013,,,62.877,340752
2014,,,64.686,370064
2015,,,66.645,381056
2016,,,67.693,384720
2017,,,65.34,403040
2018,,,67.027,414032
2019,,,67.875,439680
1990,24357.252,955.244,520.909,443344
1991,23575.189,846.225,514.664,406704
1992,21740.945,860.326,487.92,425024
1993,22775.389,985.131,524.773,414032
1994,21879.482,937.756,514.865,458000
1995,21284.039,794.653,508.389,498304
1996,21528.029,822.228,524.47,553264
1997,21020.113,715.43,518.986,575248
1998,20653.334,701.921,518.01,600896
1999,23183.098,684.119,587.198,593568
2000,23356.105,697.442,599.548,516623.97
2001,23124.543,700.109,601.535,582576
2002,23405.553,705.887,616.747,318768
2003,21026.016,800.976,565.448,322432
2004,20772.369,713.239,563.673,348080
2005,20430.219,740.879,562.589,230832
2006,18948.023,618.15,526.855,307776
2007,19994.607,668.564,564.303,223504
2008,18641.137,444.502,529.184,241824
2009,18000.398,642.789,525.138,194192
2010,17769.473,794.633,531.198,329760
2011,18693.354,543.168,558.964,432352
2012,17816.748,590.615,543.073,501968.03
2013,17630.357,570.312,545.351,534944
2014,17968.191,550.335,563.825,520288
2015,16862.701,523.856,538.104,425024
2016,15790.458,584.239,515.043,578912
2017,15981.94,661.109,531.674,487312
2018,15964.751,481.384,533.67,505631.97
2019,15694.323,518.324,534.644,501968.03
1990,,,0.484,542272
1991,,,0.405,710816
1992,,,0.212,831728
1993,,,0.212,1007599.94
1994,,,0.212,1110192
1995,,,0.212,1044639.94
1996,,,0.212,1150496
1997,,,0.212,1055232
1998,,,0.212,1036911.94
1999,,,0.212,1190800
2000,,,0.382,43535576
2001,,,0.425,44235470
2002,,,0.406,47441470
2003,,,0.476,49661856
2004,,,0.383,60085936
2005,,,0.383,40545824
2006,,,0.356,48012940
2007,,,0.577,56737040
2008,,,0.568,47412160
2009,,,0.657,49200190
2010,,,0.679,48394110
2011,,,0.786,49200212
2012,,,0.659,47093390
2013,,,0.638,49438350
2014,,,0.729,46858896
2015,,,0.687,40322320
2016,,,0.693,46470510
2017,,,0.772,47184990
2018,,,0.993,59990670
2019,,,0.956,43128944
1990,25021.869,5536.968,603.555,55066256
1991,23530.412,6511.857,607.641,31206288
1992,25015.615,6752.499,657.615,48328160
1993,24100.84,6630.988,650.657,50881970
1994,25631.277,7007.413,706.328,52252304
1995,26021.287,6881.762,727.397,56465904
1996,24350.295,7054.058,708.863,35654384
1997,25176.916,7350.642,749.356,37156624
1998,26525.588,7287.229,794.73,46019840
1999,25709.551,7476.689,795.373,29916560
2000,25887.152,7612.382,818.318,570497
2001,27034.844,7136.71,850.195,455241
2002,27094.164,6859.989,860.09,375063
2003,24366.855,6809.018,803.777,578977
2004,25587.494,7699.405,873.013,555078
2005,25460.166,8276.949,899.728,549296
2006,26480.254,8547.457,949.324,513831.97
2007,27902.188,8530.028,1002.8,537732
2008,26508.248,8723.052,984.145,29681
2009,26197.527,8462.482,981.845,222417
2010,25546.543,7410.131,946.352,590156
2011,25450.402,7884.317,969.912,600949
2012,26839.902,7605.179,1015.111,579362
2013,26858.084,7452.43,1023.758,579748
2014,25330.824,7220.581,982.833,608273
2015,25142.805,6602.479,969.175,602876
2016,21968.146,5473.758,843.604,628317
2017,21733.871,6108.635,850.963,707339
2018,18284.512,5168.868,699.512,680356
2019,15504.021,4529.111,580.394,696160
1990,915.402,237.266,77.128,479525
1991,875.306,273.254,78.514,611742
1992,923.067,306.254,85.793,696160
1993,1045.571,330.902,97.972,714480
1994,1132.588,376.98,109.445,725472
1995,1299.661,424.23,127.153,743792
1996,1471.253,473.772,145.773,743792
1997,1754.551,453.198,167.918,707152
1998,1929.281,425.366,181.61,688832
1999,1885.72,521.347,188.049,688832
2000,2166.067,544.64,214.149,61470188
2001,2362.228,670.241,242.045,53283800
2002,2624.408,658.674,264.755,48884204
2003,2826.2,675.805,285.329,46348516
2004,3601.323,623.794,347.775,43754324
2005,3876.317,571.385,369.791,44142332
2006,3367.11,670.543,338.968,44023476
2007,3616.92,751.461,370.274,44095510
2008,4486.263,855.132,457.209,43824664
2009,4437.616,970.682,467.725,43035492
2010,5271.06,909.228,540.225,41135936
2011,5472.846,1286.045,597.142,43220930
2012,5372.454,1640.173,626.237,41960932
2013,5579.187,1750.036,661.592,42293770
2014,6168.36,1850.2,731.577,42780236
2015,7350.062,1677.778,832.289,42788856
2016,7806.388,1852.821,899.529,42552108
2017,7801.731,2491.923,967.944,40968268
2018,9067.584,2375.869,1086.148,41359044
2019,10585.581,1999.991,1205.405,37622064
1990,,,0.865,38403932
1991,,,0.865,37984836
1992,,,0.867,35910396
1993,,,0.826,35565564
1994,,,0.826,33656216
1995,,,0.932,34468228
1996,,,0.934,34912876
1997,,,0.932,36112652
1998,,,0.932,36102972
1999,,,0.932,33776188
2000,,,1.069,15094849
2001,,,1.069,13974238
2002,,,1.069,13883420
2003,,,1.069,14247177
2004,,,1.069,14636503
2005,,,1.069,15354180
2006,,,1.069,15999325
2007,,,1.069,16506849
2008,,,1.069,16038877
2009,,,1.069,15412350
2010,,,1.069,15053690
2011,,,1.069,16302567
2012,,,1.072,16564489
2013,,,1.069,16271332
2014,,,1.069,16704502
2015,,,1.068,16932322
2016,,,1.066,17178324
2017,,,1.088,17342812
2018,,,1.088,18278408
2019,,,1.088,16204023
1990,,,47.06,16459522
1991,,,48.701,16358580
1992,,,51.048,15760511
1993,,,42.062,15133322
1994,,,39.834,13568170
1995,,,44.171,13653307
1996,,,44.434,14464584
1997,,,45.845,14622025
1998,,,49.638,14526712
1999,,,37.27,14048142
2000,,,60.137,146560
2001,,,64.713,157552
2002,,,65.28,161216
2003,,,74.844,172208
2004,,,79.023,183200
2005,,,83.285,190528
2006,,,83.214,197856
2007,,,88.354,205184
2008,,,92.777,216176
2009,,,102.78,216176
2010,,,99.737,223504
2011,,,83.801,234496
2012,,,72.614,245488
2013,,,102.478,256480.02
2014,,,97.004,274800
2015,,,52.371,282128
2016,,,41.915,289456
2017,,,38.681,300448
2018,,,35.978,307776
2019,,,46.604,318768
1990,,,32.95,329760
1991,,,31.705,344416
1992,,,32.522,348080
1993,,,31.087,373728
1994,,,30.925,329760
1995,,,29.714,293120
1996,,,28.266,289456
1997,,,30.58,285792
1998,,,29.939,289456
1999,,,29.044,293120
2000,,,29.192,730901
2001,,,30.553,707587
2002,,,31.591,680744
2003,,,32.73,640424
2004,,,33.71,629417
2005,,,35.483,589097
2006,,,36.687,567920
2007,,,34.643,538608
2008,,,35.817,512960.03
2009,,,36.424,490976
2010,,,38.178,479984
2011,,,42.771,501968.03
2012,,,45.955,586240
2013,,,48.73,593568
2014,,,52.303,593568
2015,,,50.614,593568
2016,,,47.733,593568
2017,,,55.058,608224
2018,,,61.926,600896
2019,,,60.694,597232
1990,,,61.265,611888
1991,,,62.641,611888
1992,,,57.597,608224
1993,,,55.572,630208
1994,,,53.191,630208
1995,,,52.71,630208
1996,,,54.152,637536
1997,,,53.431,637536
1998,,,53.856,637536
1999,,,62.036,637536
2000,,,58.221,312930240
2001,,,54.969,326026700
2002,,,54.665,301325400
2003,,,53.102,320345300
2004,,,49.194,338573400
2005,,,50.86,361578340
2006,,,50.98,363609380
